NAME,BUS,BASE_KV,BASE_KW,BASE_KVAR,PHASES,LOADSHAPE,KWH,COMMUNITY
3FFLX1,BUSLVFLX1188,0.24,1.0,0.1,3,curve313_00R,312.57,29
1FFLX2,BUSLVFLX564,0.24,1.0,0.1,1,curve369_00R,373.88,17
1FFLX3,BUSLVFLX536,0.24,1.0,0.1,1,curve275_00R,277.25,1
1FFLX4,BUSLVFLX1026,0.24,1.0,0.1,1,curve225_00R,222.78,12
3FFLX5,BUSLVFLX1137,0.24,1.0,0.1,3,curve380_00R,384.16,1
1FFLX6,BUSLVFLX61,0.24,1.0,0.1,1,curve445_44R,447.58,14
1FFLX7,BUSLVFLX886,0.24,1.0,0.1,1,curve401_82R,403.64,1
1FFLX8,BUSLVFLX837,0.24,1.0,0.1,1,curve459_00R,455.48,1
3FFLX9,BUSLVFLX1172,0.24,1.0,0.1,3,curve255_96R,258.75,18
1FFLX10,BUSLVFLX1011,0.24,1.0,0.1,1,curve413_00R,417.5,12
1FFLX11,BUSLVFLX847,0.24,1.0,0.1,1,curve470_34R,475.07,12
1FFLX12,BUSLVFLX791,0.24,1.0,0.1,1,curve339_00R,341.25,1
1FFLX13,BUSLVFLX367,0.24,1.0,0.1,1,curve219_48R,219.36,29
1FFLX14,BUSLVFLX948,0.24,1.0,0.1,1,curve264_00R,264.15,17
1FFLX15,BUSLVFLX893,0.24,1.0,0.1,1,curve423_36R,428.16,29
1FFLX16,BUSLVFLX758,0.24,1.0,0.1,1,curve401_82R,399.45,11
1FFLX17,BUSLVFLX798,0.24,1.0,0.1,1,curve242_00R,241.72,13
1FFLX18,BUSLVFLX155,0.24,1.0,0.1,1,curve390_02R,387.79,17
1FFLX19,BUSLVFLX323,0.24,1.0,0.1,1,curve459_00R,455.48,20
3FFLX20,BUSLVFLX1262,0.24,1.0,0.1,3,curve264_00R,261.47,12
3FFLX21,BUSLVFLX1138,0.24,1.0,0.1,3,curve230_00R,229.37,21
1FFLX22,BUSLVFLX180,0.24,1.0,0.1,1,curve301_77R,302.51,20
3FFLX23,BUSLVFLX1146,0.24,1.0,0.1,3,curve325_00R,320.19,29
1FFLX24,BUSLVFLX108,0.24,1.0,0.1,1,curve506_00R,505.37,17
1FFLX25,BUSLVFLX232,0.24,1.0,0.1,1,curve235_80R,238.72,13
1FFLX26,BUSLVFLX558,0.24,1.0,0.1,1,curve242_00R,241.72,29
1FFLX27,BUSLVFLX732,0.24,1.0,0.1,1,curve235_80R,235.67,29
1FFLX28,BUSLVFLX144,0.24,1.0,0.1,1,curve339_00R,335.85,20
1FFLX29,BUSLVFLX1031,0.24,1.0,0.1,1,curve283_00R,282.36,1
1FFLX30,BUSLVFLX337,0.24,1.0,0.1,1,curve459_00R,455.48,11
1FFLX31,BUSLVFLX389,0.24,1.0,0.1,1,curve283_00R,279.81,13
1FFLX32,BUSLVFLX104,0.24,1.0,0.1,1,curve313_00R,312.57,21
1FFLX33,BUSLVFLX819,0.24,1.0,0.1,1,curve346_00R,343.99,29
1FFLX34,BUSLVFLX548,0.24,1.0,0.1,1,curve413_00R,408.03,3
1FFLX35,BUSLVFLX384,0.24,1.0,0.1,1,curve269_45R,266.81,29
1FFLX36,BUSLVFLX298,0.24,1.0,0.1,1,curve413_00R,417.5,12
1FFLX37,BUSLVFLX250,0.24,1.0,0.1,1,curve325_00R,327.93,11
1FFLX38,BUSLVFLX179,0.24,1.0,0.1,1,curve325_00R,322.75,29
1FFLX39,BUSLVFLX795,0.24,1.0,0.1,1,curve325_00R,322.75,17
1FFLX40,BUSLVFLX1067,0.24,1.0,0.1,1,curve413_00R,408.03,30
1FFLX41,BUSLVFLX418,0.24,1.0,0.1,1,curve506_00R,505.37,20
1FFLX42,BUSLVFLX713,0.24,1.0,0.1,1,curve339_00R,335.85,20
3FFLX43,BUSLVFLX1120,0.24,1.0,0.1,3,curve299_22R,300.0,17
1FFLX44,BUSLVFLX770,0.24,1.0,0.1,1,curve401_82R,399.45,17
1FFLX45,BUSLVFLX696,0.24,1.0,0.1,1,curve332_00R,330.55,3
1FFLX46,BUSLVFLX258,0.24,1.0,0.1,1,curve275_00R,277.25,11
1FFLX47,BUSLVFLX716,0.24,1.0,0.1,1,curve390_02R,391.54,14
1FFLX48,BUSLVFLX198,0.24,1.0,0.1,1,curve325_00R,322.75,12
1FFLX49,BUSLVFLX518,0.24,1.0,0.1,1,curve445_44R,440.51,17
1FFLX50,BUSLVFLX467,0.24,1.0,0.1,1,curve339_00R,335.85,28
1FFLX51,BUSLVFLX498,0.24,1.0,0.1,1,curve299_22R,297.49,28
1FFLX52,BUSLVFLX987,0.24,1.0,0.1,1,curve283_00R,282.36,22
3FFLX53,BUSLVFLX1141,0.24,1.0,0.1,3,curve269_45R,272.07,1
1FFLX54,BUSLVFLX281,0.24,1.0,0.1,1,curve445_44R,447.58,3
1FFLX55,BUSLVFLX480,0.24,1.0,0.1,1,curve380_00R,384.16,3
1FFLX56,BUSLVFLX967,0.24,1.0,0.1,1,curve380_00R,380.64,13
1FFLX57,BUSLVFLX1019,0.24,1.0,0.1,1,curve313_00R,317.64,22
1FFLX58,BUSLVFLX382,0.24,1.0,0.1,1,curve283_00R,287.43,14
3FFLX59,BUSLVFLX1148,0.24,1.0,0.1,3,curve255_96R,253.23,22
1FFLX60,BUSLVFLX94,0.24,1.0,0.1,1,curve248_00R,250.41,20
1FFLX61,BUSLVFLX438,0.24,1.0,0.1,1,curve230_00R,229.37,3
1FFLX62,BUSLVFLX703,0.24,1.0,0.1,1,curve369_00R,367.45,22
1FFLX63,BUSLVFLX580,0.24,1.0,0.1,1,curve625_00R,632.63,14
1FFLX64,BUSLVFLX878,0.24,1.0,0.1,1,curve313_00R,315.1,13
1FFLX65,BUSLVFLX332,0.24,1.0,0.1,1,curve313_00R,315.1,1
1FFLX66,BUSLVFLX284,0.24,1.0,0.1,1,curve242_00R,241.72,21
1FFLX67,BUSLVFLX721,0.24,1.0,0.1,1,curve380_00R,380.64,30
3FFLX68,BUSLVFLX1288,0.24,1.0,0.1,3,curve325_00R,327.93,3
3FFLX69,BUSLVFLX1207,0.24,1.0,0.1,3,curve248_00R,247.56,29
1FFLX70,BUSLVFLX959,0.24,1.0,0.1,1,curve235_80R,238.72,28
1FFLX71,BUSLVFLX663,0.24,1.0,0.1,1,curve325_00R,327.93,11
1FFLX72,BUSLVFLX759,0.24,1.0,0.1,1,curve313_00R,310.04,22
1FFLX73,BUSLVFLX1084,0.24,1.0,0.1,1,curve369_00R,367.45,11
1FFLX74,BUSLVFLX461,0.24,1.0,0.1,1,curve423_36R,428.16,1
1FFLX75,BUSLVFLX552,0.24,1.0,0.1,1,curve299_22R,300.0,3
3FFLX76,BUSLVFLX1089,0.24,1.0,0.1,3,curve283_00R,287.43,18
1FFLX77,BUSLVFLX628,0.24,1.0,0.1,1,curve353_33R,355.34,21
1FFLX78,BUSLVFLX503,0.24,1.0,0.1,1,curve445_44R,440.51,1
1FFLX79,BUSLVFLX86,0.24,1.0,0.1,1,curve325_00R,327.93,17
1FFLX80,BUSLVFLX133,0.24,1.0,0.1,1,curve401_82R,399.45,13
1FFLX81,BUSLVFLX915,0.24,1.0,0.1,1,curve242_00R,244.66,3
3FFLX82,BUSLVFLX1163,0.24,1.0,0.1,3,curve292_50R,294.98,29
1FFLX83,BUSLVFLX410,0.24,1.0,0.1,1,curve292_50R,289.96,3
1FFLX84,BUSLVFLX246,0.24,1.0,0.1,1,curve390_02R,395.42,20
3FFLX85,BUSLVFLX1258,0.24,1.0,0.1,3,curve369_00R,367.45,21
1FFLX86,BUSLVFLX991,0.24,1.0,0.1,1,curve445_44R,447.58,3
1FFLX87,BUSLVFLX1051,0.24,1.0,0.1,1,curve264_00R,264.15,11
1FFLX88,BUSLVFLX801,0.24,1.0,0.1,1,curve235_80R,238.72,17
1FFLX89,BUSLVFLX185,0.24,1.0,0.1,1,curve313_00R,312.57,12
1FFLX90,BUSLVFLX871,0.24,1.0,0.1,1,curve235_80R,235.67,12
1FFLX91,BUSLVFLX797,0.24,1.0,0.1,1,curve283_00R,284.9,29
3FFLX92,BUSLVFLX1069,0.24,1.0,0.1,3,curve283_00R,284.9,3
1FFLX93,BUSLVFLX761,0.24,1.0,0.1,1,curve275_00R,277.25,1
1FFLX94,BUSLVFLX591,0.24,1.0,0.1,1,curve304_21R,305.02,13
1FFLX95,BUSLVFLX954,0.24,1.0,0.1,1,curve346_00R,349.59,29
1FFLX96,BUSLVFLX905,0.24,1.0,0.1,1,curve380_00R,377.22,1
1FFLX97,BUSLVFLX399,0.24,1.0,0.1,1,curve346_00R,346.77,21
1FFLX98,BUSLVFLX357,0.24,1.0,0.1,1,curve304_21R,307.53,28
1FFLX99,BUSLVFLX167,0.24,1.0,0.1,1,curve219_48R,219.36,21
3FFLX100,BUSLVFLX1072,0.24,1.0,0.1,3,curve361_00R,364.33,29
1FFLX101,BUSLVFLX244,0.24,1.0,0.1,1,curve380_00R,380.64,11
1FFLX102,BUSLVFLX398,0.24,1.0,0.1,1,curve304_21R,305.02,12
1FFLX103,BUSLVFLX650,0.24,1.0,0.1,1,curve235_80R,235.67,3
1FFLX104,BUSLVFLX846,0.24,1.0,0.1,1,curve299_22R,297.49,28
1FFLX105,BUSLVFLX939,0.24,1.0,0.1,1,curve313_00R,315.1,30
1FFLX106,BUSLVFLX1062,0.24,1.0,0.1,1,curve248_00R,247.56,1
1FFLX107,BUSLVFLX221,0.24,1.0,0.1,1,curve390_02R,391.54,1
1FFLX108,BUSLVFLX783,0.24,1.0,0.1,1,curve269_45R,266.81,20
3FFLX109,BUSLVFLX1278,0.24,1.0,0.1,3,curve275_00R,274.67,3
1FFLX110,BUSLVFLX1196,0.24,1.0,0.1,1,curve275_00R,277.25,14
1FFLX111,BUSLVFLX604,0.24,1.0,0.1,1,curve264_00R,264.15,13
1FFLX112,BUSLVFLX704,0.24,1.0,0.1,1,curve264_00R,261.47,12
1FFLX113,BUSLVFLX839,0.24,1.0,0.1,1,curve248_00R,247.56,21
1FFLX114,BUSLVFLX748,0.24,1.0,0.1,1,curve325_00R,320.19,3
1FFLX115,BUSLVFLX447,0.24,1.0,0.1,1,curve459_00R,464.49,13
3FFLX116,BUSLVFLX1147,0.24,1.0,0.1,3,curve248_00R,250.41,13
1FFLX117,BUSLVFLX1029,0.24,1.0,0.1,1,curve413_00R,408.03,17
1FFLX118,BUSLVFLX803,0.24,1.0,0.1,1,curve292_50R,294.98,1
1FFLX119,BUSLVFLX67,0.24,1.0,0.1,1,curve283_00R,287.43,11
3FFLX120,BUSLVFLX1164,0.24,1.0,0.1,3,curve325_00R,320.19,2
1FFLX121,BUSLVFLX116,0.24,1.0,0.1,1,curve313_00R,317.64,3
3FFLX122,BUSLVFLX1219,0.24,1.0,0.1,3,curve301_77R,302.51,12
1FFLX123,BUSLVFLX545,0.24,1.0,0.1,1,curve339_00R,341.25,1
3FFLX124,BUSLVFLX1144,0.24,1.0,0.1,3,curve346_00R,343.99,3
1FFLX125,BUSLVFLX685,0.24,1.0,0.1,1,curve248_00R,247.56,28
1FFLX126,BUSLVFLX385,0.24,1.0,0.1,1,curve325_00R,325.33,1
1FFLX127,BUSLVFLX444,0.24,1.0,0.1,1,curve353_33R,352.44,29
3FFLX128,BUSLVFLX1283,0.24,1.0,0.1,3,curve361_00R,358.28,1
1FFLX129,BUSLVFLX131,0.24,1.0,0.1,1,curve325_00R,320.19,17
1FFLX130,BUSLVFLX526,0.24,1.0,0.1,1,curve264_00R,264.15,2
1FFLX131,BUSLVFLX472,0.24,1.0,0.1,1,curve264_00R,261.47,17
1FFLX132,BUSLVFLX181,0.24,1.0,0.1,1,curve230_00R,232.55,1
1FFLX133,BUSLVFLX765,0.24,1.0,0.1,1,curve459_00R,464.49,12
1FFLX134,BUSLVFLX975,0.24,1.0,0.1,1,curve264_00R,261.47,11
1FFLX135,BUSLVFLX951,0.24,1.0,0.1,1,curve413_00R,412.64,22
1FFLX136,BUSLVFLX662,0.24,1.0,0.1,1,curve361_00R,361.28,18
1FFLX137,BUSLVFLX880,0.24,1.0,0.1,1,curve248_00R,250.41,29
1FFLX138,BUSLVFLX579,0.24,1.0,0.1,1,curve445_44R,440.51,17
1FFLX139,BUSLVFLX184,0.24,1.0,0.1,1,curve325_00R,325.33,11
1FFLX140,BUSLVFLX606,0.24,1.0,0.1,1,curve459_00R,464.49,29
1FFLX141,BUSLVFLX666,0.24,1.0,0.1,1,curve413_00R,412.64,29
1FFLX142,BUSLVFLX429,0.24,1.0,0.1,1,curve369_00R,367.45,12
1FFLX143,BUSLVFLX832,0.24,1.0,0.1,1,curve292_50R,292.47,12
1FFLX144,BUSLVFLX57,0.24,1.0,0.1,1,curve299_22R,297.49,2
1FFLX145,BUSLVFLX574,0.24,1.0,0.1,1,curve283_00R,282.36,11
1FFLX146,BUSLVFLX469,0.24,1.0,0.1,1,curve530_25R,532.63,3
1FFLX147,BUSLVFLX902,0.24,1.0,0.1,1,curve413_00R,412.64,17
1FFLX148,BUSLVFLX483,0.24,1.0,0.1,1,curve230_00R,232.55,18
1FFLX149,BUSLVFLX862,0.24,1.0,0.1,1,curve353_33R,352.44,20
1FFLX150,BUSLVFLX924,0.24,1.0,0.1,1,curve304_21R,307.53,11
1FFLX151,BUSLVFLX493,0.24,1.0,0.1,1,curve390_02R,395.42,12
1FFLX152,BUSLVFLX314,0.24,1.0,0.1,1,curve235_80R,235.67,20
1FFLX153,BUSLVFLX767,0.24,1.0,0.1,1,curve283_00R,287.43,3
1FFLX154,BUSLVFLX154,0.24,1.0,0.1,1,curve369_00R,370.63,2
1FFLX155,BUSLVFLX378,0.24,1.0,0.1,1,curve255_96R,253.23,29
1FFLX156,BUSLVFLX157,0.24,1.0,0.1,1,curve283_00R,284.9,12
1FFLX157,BUSLVFLX764,0.24,1.0,0.1,1,curve325_00R,325.33,2
1FFLX158,BUSLVFLX998,0.24,1.0,0.1,1,curve301_77R,302.51,11
1FFLX159,BUSLVFLX262,0.24,1.0,0.1,1,curve225_00R,226.12,22
1FFLX160,BUSLVFLX511,0.24,1.0,0.1,1,curve283_00R,284.9,1
1FFLX161,BUSLVFLX1028,0.24,1.0,0.1,1,curve369_00R,373.88,3
1FFLX162,BUSLVFLX75,0.24,1.0,0.1,1,curve269_45R,266.81,3
1FFLX163,BUSLVFLX739,0.24,1.0,0.1,1,curve380_00R,377.22,11
1FFLX164,BUSLVFLX1087,0.24,1.0,0.1,1,curve304_21R,307.53,1
1FFLX165,BUSLVFLX56,0.24,1.0,0.1,1,curve445_44R,447.58,11
1FFLX166,BUSLVFLX164,0.24,1.0,0.1,1,curve380_00R,377.22,29
1FFLX167,BUSLVFLX724,0.24,1.0,0.1,1,curve470_34R,475.07,3
1FFLX168,BUSLVFLX578,0.24,1.0,0.1,1,curve339_00R,335.85,12
1FFLX169,BUSLVFLX243,0.24,1.0,0.1,1,curve292_50R,289.96,14
1FFLX170,BUSLVFLX432,0.24,1.0,0.1,1,curve219_48R,219.36,13
1FFLX171,BUSLVFLX992,0.24,1.0,0.1,1,curve283_00R,282.36,29
1FFLX172,BUSLVFLX373,0.24,1.0,0.1,1,curve242_00R,244.66,19
3FFLX173,BUSLVFLX1118,0.24,1.0,0.1,3,curve264_00R,261.47,1
1FFLX174,BUSLVFLX60,0.24,1.0,0.1,1,curve459_00R,455.48,3
1FFLX175,BUSLVFLX1074,0.24,1.0,0.1,1,curve369_00R,373.88,22
1FFLX176,BUSLVFLX141,0.24,1.0,0.1,1,curve530_25R,532.63,14
1FFLX177,BUSLVFLX175,0.24,1.0,0.1,1,curve339_00R,335.85,17
1FFLX178,BUSLVFLX736,0.24,1.0,0.1,1,curve248_00R,247.56,22
1FFLX179,BUSLVFLX827,0.24,1.0,0.1,1,curve481_00R,488.08,21
1FFLX180,BUSLVFLX202,0.24,1.0,0.1,1,curve445_44R,440.51,28
1FFLX181,BUSLVFLX936,0.24,1.0,0.1,1,curve255_96R,253.23,2
1FFLX182,BUSLVFLX674,0.24,1.0,0.1,1,curve369_00R,367.45,13
1FFLX183,BUSLVFLX189,0.24,1.0,0.1,1,curve413_00R,412.64,1
1FFLX184,BUSLVFLX1003,0.24,1.0,0.1,1,curve481_00R,488.08,1
1FFLX185,BUSLVFLX308,0.24,1.0,0.1,1,curve304_21R,305.02,3
1FFLX186,BUSLVFLX682,0.24,1.0,0.1,1,curve269_45R,272.07,22
1FFLX187,BUSLVFLX774,0.24,1.0,0.1,1,curve255_96R,258.75,2
3FFLX188,BUSLVFLX1151,0.24,1.0,0.1,3,curve380_00R,384.16,22
1FFLX189,BUSLVFLX99,0.24,1.0,0.1,1,curve292_50R,292.47,19
1FFLX190,BUSLVFLX120,0.24,1.0,0.1,1,curve445_44R,447.58,22
1FFLX191,BUSLVFLX830,0.24,1.0,0.1,1,curve325_00R,325.33,17
1FFLX192,BUSLVFLX844,0.24,1.0,0.1,1,curve299_22R,300.0,13
3FFLX193,BUSLVFLX625,0.208,1.0,0.1,3,curve413_00R,412.64,12
1FFLX194,BUSLVFLX853,0.24,1.0,0.1,1,curve313_00R,315.1,12
1FFLX195,BUSLVFLX683,0.24,1.0,0.1,1,curve292_50R,294.98,14
1FFLX196,BUSLVFLX872,0.24,1.0,0.1,1,curve230_00R,229.37,11
1FFLX197,BUSLVFLX50,0.24,1.0,0.1,1,curve325_00R,327.93,3
1FFLX198,BUSLVFLX459,0.24,1.0,0.1,1,curve530_25R,532.63,3
1FFLX199,BUSLVFLX717,0.24,1.0,0.1,1,curve283_00R,282.36,1
3FFLX200,BUSLVFLX1216,0.24,1.0,0.1,3,curve369_00R,370.63,13
1FFLX201,BUSLVFLX219,0.24,1.0,0.1,1,curve269_45R,266.81,18
1FFLX202,BUSLVFLX993,0.24,1.0,0.1,1,curve369_00R,373.88,13
1FFLX203,BUSLVFLX1046,0.24,1.0,0.1,1,curve445_44R,447.58,13
1FFLX204,BUSLVFLX342,0.24,1.0,0.1,1,curve361_00R,361.28,11
1FFLX205,BUSLVFLX741,0.24,1.0,0.1,1,curve313_00R,315.1,1
1FFLX206,BUSLVFLX620,0.24,1.0,0.1,1,curve445_44R,447.58,21
1FFLX207,BUSLVFLX330,0.24,1.0,0.1,1,curve346_00R,346.77,18
1FFLX208,BUSLVFLX796,0.24,1.0,0.1,1,curve401_82R,403.64,13
1FFLX209,BUSLVFLX1048,0.24,1.0,0.1,1,curve325_00R,325.33,11
3FFLX210,BUSLVFLX1222,0.24,1.0,0.1,3,curve459_00R,464.49,1
1FFLX211,BUSLVFLX463,0.24,1.0,0.1,1,curve313_00R,310.04,1
3FFLX212,BUSLVFLX1237,0.24,1.0,0.1,3,curve380_00R,380.64,17
1FFLX213,BUSLVFLX247,0.24,1.0,0.1,1,curve248_00R,250.41,1
3FFLX214,BUSLVFLX1124,0.24,1.0,0.1,3,curve283_00R,279.81,20
